case_id,multi_poly,eia_id,p_state,p_county,ylat,xlong,p_area,p_img_date,p_dig_conf,p_name,p_year,p_pwr_reg,p_tech_pri,p_tech_sec,p_axis,p_azimuth,p_tilt,p_battery,p_cap_ac,p_cap_dc,p_type,p_agrivolt,p_zscore
401791,single,60553,NC,Vance,36.26639938,-78.36499786,103578,20220214,4,Southerland Farm Solar,2016,CPLE,PV,c-si,fixed-tilt,180,25,,5,6.8,greenfield,non-agrivoltaic,-0.08832
401799,single,60575,NC,Anson,35.02209854,-80.09609985,117893,20210601,4,Wadesboro Farm 2,2016,CPLE,PV,thin-film,fixed-tilt,180,15,,5,6.5,greenfield,non-agrivoltaic,-0.332285
401801,multi,60577,NC,Montgomery,35.37799835,-79.91120148,95377,20220118,4,Hector Farm,2017,CPLE,PV,c-si,fixed-tilt,180,25,,5,6.6,greenfield,non-agrivoltaic,-0.0060092
401802,single,60578,NC,Nash,35.79959869,-78.10119629,91256,20190109,4,Kojak Farm,2016,CPLE,PV,c-si,fixed-tilt,182,0,,5,6.5,greenfield,non-agrivoltaic,0.0410639
401814,single,60598,NC,Wayne,35.31430054,-78.08070374,105445,20220220,4,"Wayne Solar II, LLC",2014,DUK,PV,c-si,fixed-tilt,180,20,,5,6.5,greenfield,non-agrivoltaic,-0.181289
401815,single,60599,NC,Duplin,34.96139908,-77.98040009,94462,20220130,4,"Duplin Solar I, LLC (160 Houston Lane)",2014,DUK,PV,c-si,fixed-tilt,191,,,5,6.5,greenfield,non-agrivoltaic,-0.0150181
401818,single,60602,NC,Wayne,35.22299957,-78.0196991,95171,20191224,4,"Wayne Solar I, LLC",2014,DUK,PV,c-si,fixed-tilt,180,,,5,6.5,greenfield,non-agrivoltaic,-0.0269103
401837,single,60629,NC,Person,36.43730164,-78.97160339,38241,20210706,4,"Perkins Solar, LLC",2016,DUK,PV,c-si,fixed-tilt,180,0,,2,2.8,greenfield,non-agrivoltaic,0.0872677
401840,single,60633,NC,Bladen,34.4992981,-78.65329742,39772,20210830,4,"Gainey Solar, LLC",2016,DUK,PV,c-si,fixed-tilt,180,0,,2,2.8,greenfield,non-agrivoltaic,0.0218807
401843,single,60636,NC,Harnett,35.30799866,-78.77390289,93126,20201225,4,"Bunn Level Farm, LLC",2016,DUK,PV,thin-film,fixed-tilt,180,0,,5,6.5,greenfield,non-agrivoltaic,0.007883
401924,single,60761,NC,Cleveland,35.18730164,-81.44080353,109156,20211101,4,"Roper Farm, LLC",2015,DUK,PV,thin-film,fixed-tilt,180,0,,5,6.4,greenfield,non-agrivoltaic,-0.25116
401937,single,60778,NC,Scotland,34.78409958,-79.47460175,107660,20211123,4,"Hew Fulton Farm, LLC",2015,DUK,PV,thin-film,fixed-tilt,200,0,,5,6.5,greenfield,non-agrivoltaic,-0.210711
401938,multi,60779,NC,Robeson,34.88880157,-79.06159973,122415,20220104,4,"McGoogan Farm, LLC",2015,DUK,PV,thin-film,fixed-tilt,180,0,,5,6.5,greenfield,non-agrivoltaic,-0.379533
401940,single,60782,NC,Pasquotank,36.26890183,-76.29930115,85638,20200309,4,"Barnhill Road Solar, LLC",2016,PJM,PV,c-si,fixed-tilt,180,0,,3.1,4.2,greenfield,non-agrivoltaic,-0.47359
401951,multi,60798,NC,New Hanover,34.29079819,-77.97509766,33882,20220130,4,South Atlantic Services Solar Farm I,2013,DUK,PV,c-si,fixed-tilt,180,0,,1.6,2.1,greenfield,non-agrivoltaic,-0.173487
401953,single,60800,NC,Rowan,35.61309814,-80.53289795,49513,20211017,4,"Catawba Solar, LLC",2016,DUK,PV,c-si,fixed-tilt,180,0,,2,2.4,greenfield,non-agrivoltaic,-0.486849
402039,single,60920,NC,Cumberland,34.93470001,-78.96179962,38721,20220104,4,Viper Solar,2017,CPLE,PV,thin-film,fixed-tilt,180,0,,2,2.6,greenfield,non-agrivoltaic,-0.0536142
402040,single,60921,NC,Lenoir,35.28820038,-77.79489899,41070,20191108,4,Scarlet Solar,2017,CPLE,PV,c-si,fixed-tilt,180,0,,2,2.8,greenfield,non-agrivoltaic,-0.0297367
402041,single,60922,NC,Wayne,35.27429962,-78.02300262,42288,20191224,4,Ruskin Solar,2017,CPLE,PV,thin-film,fixed-tilt,180,20,,2,2.8,greenfield,non-agrivoltaic,-0.0752909
402044,single,60929,NC,Nash,35.99570084,-77.936203,88863,20220730,4,"Red Oak Solar Farm, LLC",2016,DUK,PV,c-si,fixed-tilt,180,20,,4.9,6.9,greenfield,non-agrivoltaic,0.189987
402065,single,60961,NC,Cabarrus,35.40140152,-80.41840363,86670,20200405,4,Violet Solar,2018,DUK,PV,c-si,fixed-tilt,180,,,5,7.7,greenfield,non-agrivoltaic,0.4497
402085,single,60992,NC,Halifax,36.43349838,-77.71980286,35493,20220818,4,Northern Cardinal Solar,2018,PJM,PV,c-si,single-axis,180,30,,2,3.6,greenfield,non-agrivoltaic,0.741673
402104,single,61019,NC,Chatham,35.7478981,-79.45230103,96190,20210527,4,"Siler 421 Farm, LLC",2016,CPLE,PV,c-si,fixed-tilt,180,0,,4.9,6.9,greenfield,non-agrivoltaic,0.0527754
402112,single,61031,NC,Northampton,36.51079941,-77.67829895,138519,20181223,4,Floyd Road Solar Farm,2017,PJM,PV,c-si,single-axis,180,35,,5,6.8,greenfield,non-agrivoltaic,-0.472498
402131,single,61085,NC,Robeson,34.58280182,-79.03130341,108304,20220104,4,Stone Solar,2016,CPLE,PV,thin-film,fixed-tilt,180,0,,5,6.7,greenfield,non-agrivoltaic,-0.176199
402132,single,61086,NC,Iredell,35.73320007,-80.76360321,101809,20211019,4,Tripple State Farm,2016,DUK,PV,thin-film,fixed-tilt,180,0,,5,6.8,greenfield,non-agrivoltaic,-0.0618565
402134,multi,61088,NC,Columbus,34.32360077,-78.19869995,207701,20210929,1,Delco Farm,2016,CPLE,PV,thin-film,fixed-tilt,190,0,,5,6.6,greenfield,non-agrivoltaic,-0.874168
402136,single,61090,NC,Lenoir,35.21770096,-77.64179993,93367,20201124,4,Kinston Davis Farm,2015,CPLE,PV,c-si,fixed-tilt,180,0,,5,6.5,greenfield,non-agrivoltaic,0.0037034
402137,single,61091,NC,Scotland,34.76070023,-79.44419861,91319,20211214,4,Laurinburg Farm,2015,DUK,PV,thin-film,fixed-tilt,180,25,,5,6.4,greenfield,non-agrivoltaic,0.0145198
402139,single,61093,NC,Anson,34.96920013,-79.94280243,93445,20211116,4,Mills Anson Farm,2016,CPLE,PV,c-si,fixed-tilt,180,0,,5,6.5,greenfield,non-agrivoltaic,0.0023553
402140,single,61094,NC,Scotland,34.81999969,-79.51540375,109563,20201117,4,Old Wire Farm,2016,CPLE,PV,thin-film,fixed-tilt,180,0,,5,7.1,greenfield,non-agrivoltaic,-0.107995
402141,single,61095,NC,Robeson,34.80870056,-78.95140076,121163,20220104,4,Railroad Farm 2,2014,CPLE,PV,thin-film,fixed-tilt,186,20,,5,6.8,greenfield,non-agrivoltaic,-0.309364
402142,single,61096,NC,Sampson,34.96160126,-78.47080231,48060,20220814,4,Sampson Solar,2015,CPLE,PV,thin-film,fixed-tilt,180,20,,2,2.7,greenfield,non-agrivoltaic,-0.308041
402159,single,61128,NC,Rowan,35.63100052,-80.41919708,87387,20191009,4,Salisbury Solar,2018,DUK,PV,c-si,fixed-tilt,180,20,,3.8,5.8,greenfield,non-agrivoltaic,-0.0716072
402161,single,61131,NC,Edgecombe,35.83050156,-77.61519623,93987,20200403,4,Tolson Solar,2015,PJM,PV,c-si,single-axis,180,20,,3,4,greenfield,non-agrivoltaic,-0.624025
402162,multi,61134,NC,Northampton,36.44210052,-77.16000366,130582,20211119,4,Phelps 158 Solar Farm,2018,PJM,PV,c-si,single-axis,180,30,,5,6.5,greenfield,non-agrivoltaic,-0.456574
402170,single,61156,NC,Robeson,34.7682991,-78.98290253,104012,20220104,4,St. Pauls Solar 2,2017,DUK,PV,c-si,fixed-tilt,180,20,,5,7,greenfield,non-agrivoltaic,-0.0500671
402171,single,61157,NC,Lee,35.4695015,-79.13539886,82762,20200414,4,Boaz Farm Solar,2017,DUK,PV,c-si,fixed-tilt,180,20,,5,6.9,greenfield,non-agrivoltaic,0.322776
402194,single,61194,NC,Robeson,34.63600159,-78.92880249,85054,20220104,4,"Barker Solar, LLC",2017,CPLE,PV,c-si,fixed-tilt,180,10,,5,6.6,greenfield,non-agrivoltaic,0.18883
402211,single,61218,NC,Robeson,34.52270126,-78.95749664,97962,20220104,4,"Broadridge Solar, LLC",2017,CPLE,PV,c-si,fixed-tilt,180,0,,5,7.1,greenfield,non-agrivoltaic,0.0700366
402225,multi,61255,NC,Montgomery,35.33909988,-79.90110016,90028,20220415,4,"Haywood Farm Solar, LLC",2017,CPLE,PV,c-si,single-axis,180,20,,4.9,6.9,greenfield,non-agrivoltaic,0.166677
402228,single,61258,NC,Duplin,35.04600143,-77.84829712,43168,20190131,4,"Innovative Solar 35, LLC",2017,CPLE,PV,c-si,fixed-tilt,180,20,,1.9,2.8,greenfield,non-agrivoltaic,-0.106604
402229,single,61259,NC,Nash,36.09500122,-77.97930145,47005,20220216,4,"Innovative Solar 59, LLC",2017,CPLE,PV,c-si,fixed-tilt,180,0,,1.9,2.8,greenfield,non-agrivoltaic,-0.229435
402230,single,61260,NC,Nash,36.09230041,-77.99299622,43391,20220216,4,"Innovative Solar 60, LLC",2017,DUK,PV,c-si,fixed-tilt,180,,,1.9,2.8,greenfield,non-agrivoltaic,-0.114337
402237,single,61274,NC,Wilson,35.71070099,-77.91300201,50368,20220220,4,Wilson Solar Farm 1,2017,CPLE,PV,c-si,fixed-tilt,180,0,,3.3,4.3,greenfield,non-agrivoltaic,0.369175
402245,single,61283,NC,Bladen,34.5483017,-78.81919861,87862,20200128,4,"Bladenboro Solar, LLC",2015,CPLE,PV,c-si,fixed-tilt,180,20,,4.8,7,greenfield,non-agrivoltaic,0.236913
402247,single,61287,NC,Perquimans,36.16059875,-76.48840332,81839,20210618,4,"Sun Farm V, LLC",2018,PJM,PV,c-si,fixed-tilt,180,25,,4.8,6.9,greenfield,non-agrivoltaic,0.344589
402248,single,61288,NC,Granville,36.32540131,-78.62039948,98314,20220818,4,"Roxboro Solar Farm, LLC",2015,CPLE,PV,c-si,fixed-tilt,180,0,,5,7,greenfield,non-agrivoltaic,0.04042
402291,single,61347,NC,Wayne,35.19549942,-77.89450073,40989,20220220,4,Long Henry Solar,2017,CPLE,PV,c-si,fixed-tilt,180,30,,2,2.8,greenfield,non-agrivoltaic,-0.0266112
402295,single,61351,NC,Chatham,35.54079819,-79.4484024,39743,20210527,4,Bear Creek Solar,2017,CPLE,PV,thin-film,fixed-tilt,180,20,,2,2.8,greenfield,non-agrivoltaic,0.0230724
402296,multi,61352,NC,Jones,35.13439941,-77.53749847,91861,20200403,4,Bondi Solar,2017,CPLE,PV,c-si,fixed-tilt,180,0,,5,6.2,greenfield,non-agrivoltaic,-0.0455816
402324,single,61403,NC,Robeson,34.67039871,-79.20030212,28010,20210704,4,Deep Branch Farm,2017,CPLE,PV,c-si,fixed-tilt,190,20,,5,6.5,greenfield,non-agrivoltaic,3.7721701
402417,multi,61527,NC,Alamance,36.07429886,-79.34760284,58126,20210221,4,Bakatsias Solar,2017,DUK,PV,c-si,fixed-tilt,180,25,,5,5.3,greenfield,non-agrivoltaic,0.50395
402418,multi,61528,NC,Pamlico,35.14780045,-76.80909729,81537,20210704,4,Bayboro Solar Farm,2017,CPLE,PV,c-si,fixed-tilt,180,15,,5,5.7,greenfield,non-agrivoltaic,0.0104118
402422,multi,61533,NC,Moore,35.41529846,-79.57440186,81089,20210527,4,Mustang Solar,2018,CPLE,PV,c-si,fixed-tilt,180,0,,5,7.5,greenfield,non-agrivoltaic,0.534334
402423,multi,61534,NC,Rutherford,35.29769897,-81.81220245,38347,20200403,4,Old Caroleen Solar Farm,2018,DUK,PV,c-si,single-axis,180,,,2,3,greenfield,non-agrivoltaic,0.203566
402424,multi,61535,NC,Rowan,35.74039841,-80.71289825,80544,20211019,4,Statesville Solar,2017,DUK,PV,c-si,fixed-tilt,180,20,,5,6.2,greenfield,non-agrivoltaic,0.174419
402636,single,61842,NC,Perquimans,36.11389923,-76.50789642,128907,20210618,4,"Sun Farm VI, LLC",2018,PJM,PV,c-si,fixed-tilt,180,0,,4.8,6.9,greenfield,non-agrivoltaic,-0.369583
402660,single,61881,NC,Randolph,35.54729843,-79.74510193,45964,20220415,4,Morning View,2018,CPLE,PV,c-si,fixed-tilt,180,20,,2,2.8,greenfield,non-agrivoltaic,-0.198138
402661,single,61882,NC,Montgomery,35.34080124,-79.99250031,37279,20220118,4,Copperfield,2018,CPLE,PV,thin-film,fixed-tilt,180,0,,2,2.8,greenfield,non-agrivoltaic,0.131101
402662,single,61883,NC,Randolph,35.62850189,-79.87259674,19523,20220415,4,Hopewell Friends,2018,CPLE,PV,c-si,fixed-tilt,180,23,,1.3,1.4,greenfield,non-agrivoltaic,0.0522479
402759,single,62018,NC,Johnston,35.53290176,-78.63880157,19831,20220504,4,Page Solar,2018,CPLE,PV,c-si,fixed-tilt,180,0,,1.6,1.8,greenfield,non-agrivoltaic,0.49434
402818,single,62095,NC,Pender,34.43600082,-77.64129639,95934,20211202,4,Quarter Horse Solar,2018,CPLE,PV,c-si,fixed-tilt,180,20,,4.5,6.9,greenfield,non-agrivoltaic,0.0572161
402888,single,62204,NC,Johnston,35.57550049,-78.30110168,55711,20200227,4,"Red Toad 5840 Buffalo Road, LLC",2018,CPLE,PV,c-si,single-axis,180,0,,2,3,greenfield,non-agrivoltaic,-0.362105
403651,multi,63449,NC,Jones,35.21659851,-77.49960327,86857,20201124,1,Lang Solar Farm,2016,DUK,PV,thin-film,fixed-tilt,190,20,,5,6.4,greenfield,non-agrivoltaic,0.0980433
403598,single,63381,NC,Robeson,34.68050003,-79.18509674,64318,20190126,4,"Railroad Solar Farm, LLC",2016,CPLE,PV,c-si,fixed-tilt,180,,,4.1,5.4,greenfield,non-agrivoltaic,0.336376
403570,single,63346,NC,Harnett,35.3302002,-78.61109924,48485,20210411,4,"Cubera Solar, LLC",2020,CPLE,PV,thin-film,single-axis,180,0,,2,2.8,greenfield,non-agrivoltaic,-0.271618
403560,single,63332,NC,Hertford,36.24599838,-77.08209991,138729,20210707,4,"Aulander Hwy 42 Solar, LLC",2016,PJM,PV,c-si,single-axis,180,20,,5,7.1,greenfield,non-agrivoltaic,-0.424055
403526,single,63293,NC,Northampton,36.50790024,-77.61460114,62580,20211114,4,"Cottonwood Solar, LLC",2018,PJM,PV,c-si,single-axis,180,25,,3,4.2,greenfield,non-agrivoltaic,-0.0543782
403513,single,63272,NC,Person,36.4654007,-78.95909882,34156,20211114,4,"Woodsdale Farm, LLC",2018,DUK,PV,c-si,fixed-tilt,180,0,,2,2.6,greenfield,non-agrivoltaic,0.154579
403511,single,63270,NC,Randolph,35.60160065,-79.78559875,78135,20200603,4,"Strider Solar, LLC",2018,DUK,PV,c-si,fixed-tilt,180,0,,5,7,greenfield,non-agrivoltaic,0.467001
403510,single,63267,NC,Martin,35.81570053,-77.29100037,34875,20210422,4,"Meeks Solar, LLC",2017,PJM,PV,c-si,fixed-tilt,180,,,2,2.8,greenfield,non-agrivoltaic,0.251211
403509,multi,63266,NC,Pitt,35.75999832,-77.51229858,35174,20190404,4,Penny Hill Solar,2017,PJM,PV,c-si,fixed-tilt,180,,,2,2.7,greenfield,non-agrivoltaic,0.169424
403323,single,62996,NC,Johnston,35.41490173,-78.40910339,37853,20210408,4,"ESA Four Oaks 2 NC, LLC",2019,CPLE,PV,thin-film,single-axis,180,25,,2,2.4,greenfield,non-agrivoltaic,-0.140467
403200,single,62786,NC,Johnston,35.70119858,-78.32679749,33879,20210311,4,"Thanksgiving Fire Solar Farm, LLC",2019,CPLE,PV,c-si,fixed-tilt,180,30,,2,2.8,greenfield,non-agrivoltaic,0.305968
403149,single,62693,NC,Chowan,36.2840004,-76.60189819,111633,20201217,4,Chowan Jehu Solar,2018,PJM,PV,c-si,single-axis,180,25,,5,6.6,greenfield,non-agrivoltaic,-0.239778
403148,multi,62692,NC,Camden,36.33129883,-76.05699921,148328,20210912,4,Sandy Solar,2018,PJM,PV,thin-film,single-axis,180,0,,5,6.6,greenfield,non-agrivoltaic,-0.579091
403147,single,62691,NC,Camden,36.27000046,-76.03269959,130554,20210718,4,Shiloh Hwy Solar,2017,PJM,PV,thin-film,single-axis,180,20,,5,7.1,greenfield,non-agrivoltaic,-0.34971
403099,multi,62623,NC,Chatham,35.71440125,-79.11779785,90848,20210221,4,Arborgate Solar,2019,CPLW,PV,c-si,single-axis,180,20,,5,7,greenfield,non-agrivoltaic,0.176164
403098,multi,62621,NC,Montgomery,35.35770035,-79.91059875,96843,20220118,4,Achilles Solar,2019,CPLE,PV,c-si,single-axis,180,12,,4.9,7.1,greenfield,non-agrivoltaic,0.0894646
403089,multi,62603,NC,Onslow,34.83990097,-77.22380066,98025,20220201,4,Badger,2019,CPLW,PV,c-si,single-axis,180,0,,5,7,greenfield,non-agrivoltaic,0.0452898
403088,single,62602,NC,Sampson,35.01229858,-78.3506012,104750,20200227,4,Starr,2019,CPLW,PV,c-si,dual-axis,180,12,,4.9,7.1,greenfield,non-agrivoltaic,-0.03892
403086,multi,62600,NC,Wayne,35.43470001,-77.97219849,93251,20191224,4,Cookstown,2019,CPLW,PV,c-si,dual-axis,180,12,,5,6.8,greenfield,non-agrivoltaic,0.0803458
403053,single,62539,NC,Moore,35.13460159,-79.42030334,26465,20220205,4,HCE Moore I,2018,CPLE,PV,c-si,fixed-tilt,180,0,,2,2.3,greenfield,non-agrivoltaic,0.404799
403027,single,62487,NC,Harnett,35.41189957,-78.60389709,82752,20220504,4,"Flowers Solar, LLC",2019,CPLE,PV,c-si,single-axis,180,30,,4.3,5.9,greenfield,non-agrivoltaic,0.0426687
402840,single,62129,NC,Cumberland,34.90819931,-78.91539764,44164,20210312,4,"Panda Solar NC 11, LLC",2019,CPLE,PV,c-si,single-axis,180,0,,2,2.6,greenfield,non-agrivoltaic,-0.245597
402839,single,62128,NC,Cumberland,34.90909958,-78.91629791,57304,20210312,4,"Panda Solar NC 10, LLC",2019,CPLE,PV,c-si,single-axis,180,30,,2,2.6,greenfield,non-agrivoltaic,-0.558767
402838,single,62127,NC,Cumberland,34.91009903,-78.91739655,55680,20210312,4,"Panda Solar NC 9, LLC",2019,CPLE,PV,c-si,single-axis,180,25,,2,2.7,greenfield,non-agrivoltaic,-0.486402
402837,single,62126,NC,Moore,35.42079926,-79.70480347,45064,20200903,4,"Panda Solar NC 8, LLC",2019,CPLE,PV,c-si,single-axis,180,0,,2,2.5,greenfield,non-agrivoltaic,-0.324353
402836,single,62125,NC,Sampson,35.12189865,-78.20400238,35924,20191224,4,"Panda Solar NC 7, LLC",2019,CPLE,PV,c-si,single-axis,180,27,,1.5,1.9,greenfield,non-agrivoltaic,-0.384373
402835,single,62124,NC,Columbus,34.35309982,-78.78820038,29457,20220814,4,"Panda Solar NC 6, LLC",2019,CPLE,PV,c-si,single-axis,180,25,,1,1.3,greenfield,non-agrivoltaic,-0.587532
402834,single,62123,NC,Cumberland,35.04669952,-78.81089783,27241,20220504,4,"Panda Solar NC 5, LLC",2019,CPLE,PV,c-si,single-axis,180,25,,1,1.3,greenfield,non-agrivoltaic,-0.504247
402833,multi,62122,NC,Bladen,34.51810074,-78.52449799,52643,20220814,4,"Panda Solar NC 4, LLC",2019,CPLE,PV,c-si,single-axis,180,25,,2,2.6,greenfield,non-agrivoltaic,-0.465572
402832,single,62121,NC,Robeson,34.63050079,-79.09190369,53505,20210714,4,"Panda Solar NC 3, LLC",2019,CPLE,PV,c-si,single-axis,180,8,,2,2.6,greenfield,non-agrivoltaic,-0.484031
402831,multi,62120,NC,Robeson,34.43889999,-79.08450317,44628,20210714,4,"Panda Solar NC 2, LLC",2019,CPLE,PV,c-si,single-axis,180,25,,2,2.6,greenfield,non-agrivoltaic,-0.259797
402813,single,62089,NC,Robeson,34.43640137,-79.08969879,22767,20220401,4,"Panda Solar NC 1, LLC",2019,CPLE,PV,c-si,single-axis,180,35,,1,1.3,greenfield,non-agrivoltaic,-0.286689
402415,multi,61525,NC,Randolph,35.72869873,-79.74839783,104093,20220415,4,ABD Farms,2017,CPLE,PV,c-si,fixed-tilt,180,30,,5,6.2,greenfield,non-agrivoltaic,-0.229575
402238,single,61275,NC,Wilson,35.68759918,-78.0266037,73688,20191216,4,Wilson Solar Farm 2,2017,CPLE,PV,c-si,fixed-tilt,180,0,,3.8,6.1,greenfield,non-agrivoltaic,0.309085
402196,multi,61196,NC,Columbus,34.30870056,-78.69979858,116226,20190521,4,"Mill Pond Solar Farm, LLC",2017,CPLE,PV,c-si,fixed-tilt,180,25,,5,7.1,greenfield,non-agrivoltaic,-0.194179
402246,single,61284,NC,Cleveland,35.24100113,-81.42949677,42758,20211023,4,"Lux Solar, LLC",2016,DUK,PV,c-si,fixed-tilt,180,,,2,2.8,greenfield,non-agrivoltaic,-0.0921753
402195,single,61195,NC,Cleveland,35.24489975,-81.43009949,34944,20211023,4,"231 Dixon 74 Solar I, LLC",2017,CPLE,PV,c-si,fixed-tilt,180,0,,2,2.8,greenfield,non-agrivoltaic,0.247533
402158,single,61127,NC,Rutherford,35.35010147,-81.81880188,73721,20200403,4,Gamble Solar,2019,DUK,PV,c-si,fixed-tilt,180,0,,3,4.5,greenfield,non-agrivoltaic,-0.195268
402133,multi,61087,NC,Anson,34.99039841,-80.09700012,104086,20210710,4,Wadesboro Farm 1,2015,CPLE,PV,thin-film,fixed-tilt,180,0,,5,6.5,greenfield,non-agrivoltaic,-0.162618
402068,single,60965,NC,Lee,35.5257988,-79.20159912,93778,20200414,4,"Cotten Farm, LLC",2016,CPLE,PV,c-si,fixed-tilt,180,0,,4.9,6.8,greenfield,non-agrivoltaic,0.0708391
401739,single,60487,NC,Hertford,36.36289978,-76.86049652,145697,20211215,4,"River Road Solar, LLC",2016,PJM,PV,c-si,single-axis,180,35,,5,7,greenfield,non-agrivoltaic,-0.49676
401690,multi,60416,NC,Robeson,34.71680069,-79.31500244,81981,20210508,4,"Maxton Solar, LLC",2016,DUK,PV,c-si,fixed-tilt,180,0,,4.9,7,greenfield,non-agrivoltaic,0.369499
401625,multi,60312,NC,Cabarrus,35.22729874,-80.54450226,92480,20210303,4,"Howell Midland Farm, LLC",2015,DUK,PV,c-si,fixed-tilt,180,27,,4.9,6.4,greenfield,non-agrivoltaic,-0.0058914
401613,multi,60291,NC,Randolph,35.87060165,-79.92759705,71001,20210406,4,Trinity Solar,2019,DUK,PV,c-si,fixed-tilt,180,0,,4.9,7,greenfield,non-agrivoltaic,0.675828
401608,single,60284,NC,Rowan,35.51309967,-80.45690155,121456,20201003,4,Organ Church Solar,2019,DUK,PV,thin-film,fixed-tilt,180,0,,5,7.6,greenfield,non-agrivoltaic,-0.159701
401586,multi,60240,NC,Caswell,36.43059921,-79.34960175,95046,20090825,4,"Yanceyville Farm 3, LLC",2015,DUK,PV,thin-film,fixed-tilt,180,0,,4.9,6.4,greenfield,non-agrivoltaic,-0.0492345
401545,multi,60157,NC,Columbus,34.30799866,-78.22260284,59313,20210829,4,Heedeh Solar,2018,DUK,PV,c-si,fixed-tilt,180,25,,4.5,5.4,greenfield,non-agrivoltaic,0.50073
401536,multi,60144,NC,Robeson,34.4679985,-79.15409851,72163,20181129,4,"Baltimore Church Solar, LLC",2017,DUK,PV,c-si,fixed-tilt,180,25,,5.4,5.6,greenfield,non-agrivoltaic,0.188931
401513,single,60107,NC,Cleveland,35.21969986,-81.33139801,40119,20200903,4,"York Road Solar I, LLC",2015,DUK,PV,c-si,fixed-tilt,180,,,1.9,2.6,greenfield,non-agrivoltaic,-0.107895
401432,multi,59999,NC,Orange,36.08300018,-79.24289703,50713,20210209,4,Ouchchy PV1,2015,DUK,PV,c-si,fixed-tilt,190,,,3,4,greenfield,non-agrivoltaic,0.218466
401387,multi,59929,NC,Burke,35.72129822,-81.41519928,72739,20200903,4,"Cline Solar Farm, LLC",2017,DUK,PV,c-si,fixed-tilt,180,25,,4.9,6.9,greenfield,non-agrivoltaic,0.589286
401283,single,59761,NC,Wilson,35.7765007,-77.88050079,99800,20220220,4,"Van Slyke Solar Center, LLC",2014,CPLE,PV,c-si,fixed-tilt,180,25,,4.9,6.6,greenfield,non-agrivoltaic,-0.0771555
400750,single,58812,NC,Wilson,35.78139877,-77.88359833,102627,20220220,4,"Upchurch Solar Center, LLC",2014,CPLE,PV,c-si,fixed-tilt,180,25,,5,6.4,greenfield,non-agrivoltaic,-0.164627
401228,single,59663,NC,Granville,36.36869812,-78.62619781,36299,20201221,4,"Cornwall Solar Center, LLC",2016,CPLE,PV,c-si,fixed-tilt,180,25,,5,6.4,greenfield,non-agrivoltaic,2.47891
401157,single,59553,NC,Henderson,35.3689003,-82.35900116,33990,20200209,4,"Innovative Solar 14, LLC",2014,CPLE,PV,c-si,fixed-tilt,180,,,1.5,2.6,greenfield,non-agrivoltaic,0.163203
401121,multi,59514,NC,Martin,35.8064003,-77.3022995,86260,20210422,4,Flat Meeks PV 1,2017,PJM,PV,c-si,fixed-tilt,190,0,,5,6.5,greenfield,non-agrivoltaic,0.136768
400929,multi,59154,NC,Hertford,36.26129913,-77.07800293,77195,20210707,4,Bradley PV1,2015,PJM,PV,thin-film,fixed-tilt,190,0,,5,6.5,greenfield,non-agrivoltaic,0.342048
400842,multi,59017,NC,Stokes,36.31209946,-80.15249634,65332,20220214,4,Carol Jean Solar,2016,DUK,PV,c-si,fixed-tilt,180,0,,4,5,greenfield,non-agrivoltaic,0.16411
400126,multi,57321,NC,Surry,36.47529984,-80.60189819,18605,20220302,4,"Mayberry Solar, LLC",2011,DUK,PV,c-si,fixed-tilt,180,0,,1.2,1.4,greenfield,non-agrivoltaic,0.134332
402823,single,62100,NC,Warren,36.41249847,-78.17559814,84619,20220214,4,Warrenton I Solar,2018,CPLE,PV,c-si,fixed-tilt,180,0,,4.9,6.9,greenfield,non-agrivoltaic,0.280331
400643,multi,58623,NC,Scotland,34.77199936,-79.3391037,396826,20210928,4,Holstein Plant,2015,CPLE,PV,c-si,fixed-tilt,180,0,,20,25.7,greenfield,non-agrivoltaic,-0.1089
401088,single,59474,NC,Catawba,35.6955986,-81.15170288,302693,20191125,4,Apple Data Center PV3,2015,DUK,PV,c-si,single-axis,178,35,,17.5,21.9,greenfield,non-agrivoltaic,0.0671008
401362,single,59887,NC,Beaufort,35.45589828,-77.13580322,283715,20220327,4,"Beaufort Solar, LLC",2015,CPLE,PV,c-si,fixed-tilt,176,20,,15,20,greenfield,non-agrivoltaic,0.0240147
401105,single,59498,NC,Nash,35.79650116,-78.14289856,150273,20220922,4,Tracy Solar,2015,DUK,PV,c-si,fixed-tilt,181,0,batteries,11.66,15,greenfield,non-agrivoltaic,0.70432
401656,single,60367,NC,Alamance,35.86380005,-79.42539978,91344,20210527,4,"Snow Camp Solar, LLC",2016,CPLE,PV,c-si,fixed-tilt,180,0,,6.66,8.2,greenfield,non-agrivoltaic,0.471224
401944,multi,60787,NC,Martin,35.89429855,-77.16280365,174152,20210715,4,"Williamston Speight Solar, LLC",2016,PJM,PV,c-si,single-axis,180,35,,15,20.9,greenfield,non-agrivoltaic,1.17274
402243,single,61280,NC,Wilson,35.75619888,-78.01360321,139891,20220220,4,Wilson Solar Farm 7,2017,CPLE,PV,c-si,fixed-tilt,180,,,10,12.3,greenfield,non-agrivoltaic,0.428423
401229,multi,59665,NC,Anson,34.82369995,-79.9477005,1178725,20211116,4,"Innovative Solar 37, LLC",2017,DUK,PV,c-si,fixed-tilt,180,,,78.7,110,greenfield,non-agrivoltaic,0.553594
